Date,Description,Deposits,Withdrawls,Balance
01-Oct-2020,Interest,"28,236.52",00.00,"344,981.50"
01-Oct-2020,Purchase,00.00,"43,122.69","301,858.81"
01-Oct-2020,Debit Card,00.00,"43,122.69","258,736.12"
01-Oct-2020,Miscellaneous,00.00,"25,873.61","232,862.51"
01-Oct-2020,Debit Card,00.00,"25,873.61","206,988.90"
01-Oct-2020,Tax,271.00,00.00,"207,259.90"
01-Oct-2020,Debit Card,"31,728.50",00.00,"238,988.40"
01-Oct-2020,ATM,00.00,"79,662.80","159,325.60"
01-Oct-2020,Reversal,00.00,"31,865.12","127,460.48"
01-Oct-2020,Tax,00.00,"15,932.56","111,527.92"
01-Oct-2020,Reversal,"29,156.00",00.00,"140,683.92"
01-Oct-2020,Bill,06.00,00.00,"140,689.92"
01-Oct-2020,Bill,"3,520.27",00.00,"144,210.19"
01-Oct-2020,Cheque,00.00,"16,023.35","128,186.84"
01-Oct-2020,IMPS,00.00,"16,023.36","112,163.48"
01-Oct-2020,Reversal,"3,566.18",00.00,"115,729.66"
01-Oct-2020,Reversal,00.00,"57,864.83","57,864.83"
01-Oct-2020,NEFT,00.00,"5,786.48","52,078.35"
01-Oct-2020,Transfer,00.00,"5,207.84","46,870.52"
01-Oct-2020,Cash,00.00,"23,435.26","23,435.26"
01-Oct-2020,Purchase,00.00,"11,717.63","11,717.63"
01-Oct-2020,Interest,07.70,00.00,"11,725.33"
01-Oct-2020,Cash,00.00,"1,172.53","10,552.80"
01-Oct-2020,NEFT,00.00,"1,055.28","9,497.52"
01-Oct-2020,NEFT,00.00,"1,582.92","7,914.60"
01-Oct-2020,Reversal,243.00,00.00,"8,157.60"
01-Oct-2020,Commission,00.88,00.00,"8,158.48"
01-Oct-2020,ATM,"19,059.70",00.00,"27,218.18"
01-Oct-2020,Cheque,"1,735,126.00",00.00,"1,762,344.18"
01-Oct-2020,Transfer,00.00,"251,763.45","1,510,580.73"
01-Oct-2020,Cash,02.00,00.00,"1,510,582.73"
01-Oct-2020,Reversal,"1,903.50",00.00,"1,512,486.23"
01-Oct-2020,Reversal,00.00,"378,121.56","1,134,364.67"
01-Oct-2020,IMPS,00.00,"189,060.78","945,303.89"
01-Oct-2020,Cheque,00.00,"94,530.39","850,773.50"
01-Oct-2020,IMPS,00.00,"106,346.69","744,426.81"
01-Oct-2020,Commission,"8,792.94",00.00,"753,219.75"
01-Oct-2020,NEFT,00.00,"94,152.47","659,067.28"
01-Oct-2020,Bill,00.00,"659,067.28",00.00
01-Oct-2020,Purchase,"1,420,831.50",00.00,"1,420,831.50"
01-Oct-2020,Commission,00.00,"202,975.93","1,217,855.57"
01-Oct-2020,Commission,"3,187.00",00.00,"1,221,042.57"
01-Oct-2020,Purchase,00.00,"407,014.19","814,028.38"
01-Oct-2020,Transfer,"12,364.00",00.00,"826,392.38"
01-Oct-2020,IMPS,00.00,"413,196.19","413,196.19"
01-Oct-2020,NEFT,00.00,"68,866.03","344,330.16"
01-Oct-2020,RTGS,00.00,"43,041.27","301,288.89"
01-Oct-2020,NEFT,04.00,00.00,"301,292.89"
01-Oct-2020,Cash,34.60,00.00,"301,327.49"
01-Oct-2020,Bill,00.00,"30,132.75","271,194.74"
01-Oct-2020,RTGS,107.81,00.00,"271,302.55"
01-Oct-2020,Cheque,339.00,00.00,"271,641.55"
01-Oct-2020,Bill,"1,015.27",00.00,"272,656.82"
01-Oct-2020,Cheque,"10,090.66",00.00,"282,747.48"
01-Oct-2020,Interest,496.50,00.00,"283,243.98"
01-Oct-2020,IMPS,00.00,"70,811.00","212,432.98"
01-Oct-2020,ATM,"2,736.58",00.00,"215,169.56"
01-Oct-2020,Cash,"3,739.00",00.00,"218,908.56"
01-Oct-2020,Debit Card,"7,847.10",00.00,"226,755.66"
01-Oct-2020,IMPS,00.00,"22,675.57","204,080.09"
01-Oct-2020,Reversal,"26,537.70",00.00,"230,617.79"
01-Oct-2020,Interest,00.00,"28,827.22","201,790.57"
01-Oct-2020,Purchase,00.00,"25,223.82","176,566.75"
01-Oct-2020,IMPS,253.15,00.00,"176,819.90"
01-Oct-2020,Transfer,00.00,"22,102.49","154,717.41"
01-Oct-2020,Miscellaneous,00.00,"38,679.35","116,038.06"
01-Oct-2020,IMPS,03.00,00.00,"116,041.06"
01-Oct-2020,Transfer,00.00,"14,505.13","101,535.93"
01-Oct-2020,Purchase,01.00,00.00,"101,536.93"
01-Oct-2020,Miscellaneous,"1,901,846.00",00.00,"2,003,382.93"
01-Oct-2020,Transfer,00.00,"667,794.31","1,335,588.62"
01-Oct-2020,Transfer,00.00,"166,948.58","1,168,640.04"
01-Oct-2020,Miscellaneous,"1,738,231.00",00.00,"2,906,871.04"
01-Oct-2020,Cash,00.00,"484,478.51","2,422,392.53"
01-Oct-2020,Commission,00.00,"242,239.25","2,180,153.28"
01-Oct-2020,RTGS,"2,742.00",00.00,"2,182,895.28"
01-Oct-2020,NEFT,"3,127.00",00.00,"2,186,022.28"
01-Oct-2020,NEFT,"3,306.02",00.00,"2,189,328.30"
01-Oct-2020,Interest,07.66,00.00,"2,189,335.96"
01-Oct-2020,Cash,00.00,"312,762.28","1,876,573.68"
01-Oct-2020,IMPS,00.00,"938,286.84","938,286.84"
01-Oct-2020,Debit Card,141.00,00.00,"938,427.84"
01-Oct-2020,Tax,"1,854,730.75",00.00,"2,793,158.59"
01-Oct-2020,Cash,00.00,"279,315.86","2,513,842.73"
01-Oct-2020,Debit Card,89.80,00.00,"2,513,932.53"
01-Oct-2020,Commission,00.00,"251,393.25","2,262,539.28"
01-Oct-2020,RTGS,00.00,"377,089.88","1,885,449.40"
01-Oct-2020,Miscellaneous,50.82,00.00,"1,885,500.22"
01-Oct-2020,Tax,"6,227.10",00.00,"1,891,727.32"
01-Oct-2020,Interest,"21,634.70",00.00,"1,913,362.02"
01-Oct-2020,RTGS,00.00,"318,893.67","1,594,468.35"
01-Oct-2020,Commission,349.00,00.00,"1,594,817.35"
01-Oct-2020,ATM,416.20,00.00,"1,595,233.55"
01-Oct-2020,Interest,00.00,"177,248.17","1,417,985.38"
01-Oct-2020,ATM,00.00,"141,798.54","1,276,186.84"
01-Oct-2020,Miscellaneous,00.00,"425,395.61","850,791.23"
01-Oct-2020,Reversal,00.00,"106,348.90","744,442.33"
01-Oct-2020,Cheque,498.24,00.00,"744,940.57"
01-Oct-2020,Interest,00.00,"148,988.11","595,952.46"
01-Oct-2020,Interest,00.00,"59,595.25","536,357.21"
01-Oct-2020,Cheque,159.00,00.00,"536,516.21"
01-Oct-2020,RTGS,00.00,"76,645.17","459,871.04"
01-Oct-2020,ATM,"1,463.70",00.00,"461,334.74"
01-Oct-2020,Cash,"9,155.00",00.00,"470,489.74"
01-Oct-2020,Transfer,"221,617.91",00.00,"692,107.65"
01-Oct-2020,NEFT,"3,102.80",00.00,"695,210.45"
01-Oct-2020,IMPS,33.10,00.00,"695,243.55"
01-Oct-2020,Tax,00.00,"115,873.93","579,369.62"
01-Oct-2020,NEFT,00.00,"144,842.41","434,527.22"
01-Oct-2020,Reversal,27.00,00.00,"434,554.22"
01-Oct-2020,Miscellaneous,00.00,"144,851.41","289,702.81"
01-Oct-2020,ATM,"627,302.00",00.00,"917,004.81"
01-Oct-2020,IMPS,00.00,"114,625.60","802,379.21"
01-Oct-2020,Bill,"26,423.23",00.00,"828,802.44"
01-Oct-2020,RTGS,"23,572.54",00.00,"852,374.98"
01-Oct-2020,NEFT,"2,722.30",00.00,"855,097.28"
01-Oct-2020,Reversal,05.00,00.00,"855,102.28"
01-Oct-2020,Reversal,34.25,00.00,"855,136.53"
01-Oct-2020,NEFT,175.70,00.00,"855,312.23"
02-Oct-2020,Commission,00.00,"855,312.23",00.00
02-Oct-2020,RTGS,07.11,00.00,07.11
02-Oct-2020,Interest,00.00,03.56,03.56
02-Oct-2020,RTGS,00.00,00.71,02.85
02-Oct-2020,Cash,37.56,00.00,40.41
02-Oct-2020,Transfer,00.00,06.74,33.67
02-Oct-2020,Bill,05.62,00.00,39.29
02-Oct-2020,Debit Card,00.00,06.55,32.74
02-Oct-2020,Bill,34.90,00.00,67.64
02-Oct-2020,ATM,00.00,33.82,33.82
02-Oct-2020,Purchase,00.00,16.91,16.91
02-Oct-2020,Transfer,11.60,00.00,28.51
02-Oct-2020,IMPS,00.00,02.85,25.66
02-Oct-2020,Debit Card,"1,615.00",00.00,"1,640.66"
03-Oct-2020,Tax,00.00,182.30,"1,458.36"
03-Oct-2020,Reversal,00.00,"1,458.36",00.00
03-Oct-2020,RTGS,07.86,00.00,07.86
03-Oct-2020,Tax,00.00,01.57,06.29
03-Oct-2020,Cheque,00.00,02.10,04.19
03-Oct-2020,Transfer,00.00,00.47,03.72
03-Oct-2020,Cash,"1,219,106.50",00.00,"1,219,110.22"
03-Oct-2020,Transfer,"24,459.66",00.00,"1,243,569.88"
03-Oct-2020,Interest,410.87,00.00,"1,243,980.75"
03-Oct-2020,Reversal,00.00,"310,995.19","932,985.56"
03-Oct-2020,Cash,00.00,"103,665.06","829,320.50"
03-Oct-2020,Debit Card,00.00,"829,320.50",00.00
03-Oct-2020,Tax,"1,048.00",00.00,"1,048.00"
03-Oct-2020,RTGS,"976,187.00",00.00,"977,235.00"
04-Oct-2020,NEFT,"20,131.90",00.00,"997,366.90"
04-Oct-2020,Purchase,00.00,"166,227.82","831,139.08"
04-Oct-2020,Reversal,"30,076.78",00.00,"861,215.86"
04-Oct-2020,Transfer,00.00,"430,607.93","430,607.93"
04-Oct-2020,Interest,"3,633.91",00.00,"434,241.84"
04-Oct-2020,NEFT,00.00,"72,373.64","361,868.20"
04-Oct-2020,Cheque,00.00,"120,622.73","241,245.47"
04-Oct-2020,Miscellaneous,00.00,"60,311.37","180,934.10"
05-Oct-2020,Reversal,03.20,00.00,"180,937.30"
05-Oct-2020,Reversal,"28,848.80",00.00,"209,786.10"
06-Oct-2020,ATM,00.00,"20,978.61","188,807.49"
06-Oct-2020,ATM,00.00,"47,201.87","141,605.62"
06-Oct-2020,Miscellaneous,00.00,"141,605.62",00.00
06-Oct-2020,Interest,"1,238,809.00",00.00,"1,238,809.00"
06-Oct-2020,Miscellaneous,00.00,"206,468.17","1,032,340.83"
06-Oct-2020,Transfer,00.00,"516,170.42","516,170.42"
06-Oct-2020,RTGS,00.00,"86,028.40","430,142.02"
06-Oct-2020,Purchase,"389,276.25",00.00,"819,418.27"
06-Oct-2020,ATM,"271,774.00",00.00,"1,091,192.27"
06-Oct-2020,Interest,00.00,"545,596.14","545,596.14"
06-Oct-2020,Miscellaneous,00.00,"77,942.31","467,653.83"
06-Oct-2020,Commission,00.00,"155,884.61","311,769.22"
06-Oct-2020,Purchase,42.40,00.00,"311,811.62"
06-Oct-2020,RTGS,"166,897.60",00.00,"478,709.22"
06-Oct-2020,IMPS,"3,574.24",00.00,"482,283.46"
06-Oct-2020,ATM,"2,686.00",00.00,"484,969.46"
06-Oct-2020,Interest,00.00,"69,281.35","415,688.11"
06-Oct-2020,ATM,00.00,"415,688.11",00.00
06-Oct-2020,Tax,01.82,00.00,01.82
07-Oct-2020,Bill,54.70,00.00,56.52
07-Oct-2020,ATM,00.00,14.13,42.39
07-Oct-2020,Purchase,00.00,04.71,37.68
07-Oct-2020,ATM,04.24,00.00,41.92
07-Oct-2020,Reversal,00.00,08.38,33.54
07-Oct-2020,Bill,00.00,03.73,29.81
07-Oct-2020,NEFT,05.89,00.00,35.70
07-Oct-2020,Cash,756.70,00.00,792.40
07-Oct-2020,Reversal,"26,750.00",00.00,"27,542.40"
07-Oct-2020,RTGS,00.00,"3,442.80","24,099.60"
07-Oct-2020,Bill,00.00,"12,049.80","12,049.80"
07-Oct-2020,Cheque,00.00,"1,338.87","10,710.93"
07-Oct-2020,Tax,"116,634.00",00.00,"127,344.93"
07-Oct-2020,ATM,00.00,"25,468.99","101,875.94"
07-Oct-2020,Transfer,"30,549.47",00.00,"132,425.41"
08-Oct-2020,Commission,00.00,"22,070.90","110,354.51"
08-Oct-2020,NEFT,00.00,"11,035.45","99,319.06"
08-Oct-2020,ATM,00.00,"99,319.06",00.00
08-Oct-2020,IMPS,"6,017.00",00.00,"6,017.00"
08-Oct-2020,Miscellaneous,29.00,00.00,"6,046.00"
09-Oct-2020,Cheque,00.00,"1,209.20","4,836.80"
09-Oct-2020,Miscellaneous,00.00,"1,209.20","3,627.60"
09-Oct-2020,Tax,"1,701.35",00.00,"5,328.95"
09-Oct-2020,Bill,00.00,532.90,"4,796.06"
09-Oct-2020,Cheque,00.00,"1,598.69","3,197.37"
09-Oct-2020,Purchase,429.00,00.00,"3,626.37"
09-Oct-2020,Purchase,00.00,518.05,"3,108.32"
09-Oct-2020,IMPS,00.00,"1,554.16","1,554.16"
09-Oct-2020,Interest,"16,515.30",00.00,"18,069.46"
09-Oct-2020,RTGS,05.55,00.00,"18,075.01"
09-Oct-2020,Tax,00.00,"18,075.01",00.00
09-Oct-2020,Commission,"151,053.70",00.00,"151,053.70"
09-Oct-2020,Cash,07.30,00.00,"151,061.00"
09-Oct-2020,Commission,07.29,00.00,"151,068.29"
10-Oct-2020,Cash,"22,645.67",00.00,"173,713.96"
10-Oct-2020,Reversal,00.00,"86,856.98","86,856.98"
10-Oct-2020,Tax,"7,070.00",00.00,"93,926.98"
10-Oct-2020,Reversal,00.00,"9,392.70","84,534.28"
10-Oct-2020,Miscellaneous,00.00,"9,392.70","75,141.58"
10-Oct-2020,Tax,00.00,"25,047.19","50,094.39"
10-Oct-2020,Miscellaneous,279.20,00.00,"50,373.59"
10-Oct-2020,Tax,00.00,"12,593.40","37,780.19"
10-Oct-2020,NEFT,39.06,00.00,"37,819.25"
10-Oct-2020,Purchase,06.00,00.00,"37,825.25"
10-Oct-2020,Cheque,00.00,"37,825.25",00.00
10-Oct-2020,Cash,"26,595.38",00.00,"26,595.38"
10-Oct-2020,Cash,00.00,"4,432.56","22,162.82"
10-Oct-2020,Reversal,00.00,"2,462.54","19,700.28"
10-Oct-2020,Purchase,00.00,"2,188.92","17,511.36"
10-Oct-2020,Miscellaneous,20.59,00.00,"17,531.95"
10-Oct-2020,Commission,07.90,00.00,"17,539.85"
10-Oct-2020,RTGS,00.00,"3,507.97","14,031.88"
10-Oct-2020,IMPS,57.00,00.00,"14,088.88"
10-Oct-2020,RTGS,00.00,"7,044.44","7,044.44"
10-Oct-2020,NEFT,00.00,"1,174.07","5,870.37"
10-Oct-2020,Debit Card,00.00,838.62,"5,031.75"
10-Oct-2020,ATM,"243,582.00",00.00,"248,613.75"
10-Oct-2020,Interest,00.00,"49,722.75","198,891.00"
10-Oct-2020,Miscellaneous,"2,665.90",00.00,"201,556.90"
10-Oct-2020,Cheque,00.00,"67,185.63","134,371.27"
10-Oct-2020,ATM,"921,778.20",00.00,"1,056,149.47"
10-Oct-2020,Commission,00.00,"528,074.74","528,074.74"
10-Oct-2020,Debit Card,00.00,"264,037.37","264,037.37"
10-Oct-2020,RTGS,"516,037.50",00.00,"780,074.87"
10-Oct-2020,NEFT,00.00,"78,007.49","702,067.38"
10-Oct-2020,Cash,00.00,"100,295.34","601,772.04"
10-Oct-2020,Interest,"2,746.76",00.00,"604,518.80"
10-Oct-2020,Transfer,00.00,"201,506.27","403,012.53"
10-Oct-2020,Tax,00.00,"67,168.76","335,843.78"
10-Oct-2020,Cash,09.10,00.00,"335,852.88"
10-Oct-2020,Interest,608.00,00.00,"336,460.88"
10-Oct-2020,NEFT,"7,327.43",00.00,"343,788.31"
10-Oct-2020,Cash,00.00,"68,757.66","275,030.65"
10-Oct-2020,Purchase,00.00,"34,378.83","240,651.82"
10-Oct-2020,Bill,00.00,"60,162.96","180,488.86"
10-Oct-2020,ATM,00.00,"22,561.11","157,927.75"
10-Oct-2020,Reversal,00.00,"39,481.94","118,445.81"
10-Oct-2020,Purchase,00.00,"11,844.58","106,601.23"
10-Oct-2020,Cheque,00.00,"21,320.25","85,280.98"
10-Oct-2020,Miscellaneous,"160,206.20",00.00,"245,487.18"
11-Oct-2020,NEFT,"417,761.00",00.00,"663,248.18"
11-Oct-2020,Transfer,01.15,00.00,"663,249.33"
11-Oct-2020,ATM,00.00,"165,812.33","497,437.00"
11-Oct-2020,Reversal,"1,398.00",00.00,"498,835.00"
11-Oct-2020,ATM,"1,260.00",00.00,"500,095.00"
11-Oct-2020,Bill,21.90,00.00,"500,116.90"
11-Oct-2020,Cash,"70,812.00",00.00,"570,928.90"
11-Oct-2020,Cash,00.00,"81,561.27","489,367.63"
11-Oct-2020,Cheque,00.00,"163,122.54","326,245.09"
12-Oct-2020,Reversal,"799,953.00",00.00,"1,126,198.09"
12-Oct-2020,Cash,00.00,"281,549.52","844,648.57"
12-Oct-2020,IMPS,58.70,00.00,"844,707.27"
12-Oct-2020,RTGS,"3,939.00",00.00,"848,646.27"
12-Oct-2020,Cash,00.00,"141,441.05","707,205.22"
12-Oct-2020,ATM,00.00,"707,205.22",00.00
12-Oct-2020,Bill,"3,227.56",00.00,"3,227.56"
12-Oct-2020,Cheque,00.00,403.45,"2,824.12"
12-Oct-2020,Bill,15.55,00.00,"2,839.67"
12-Oct-2020,IMPS,00.00,473.28,"2,366.39"
12-Oct-2020,IMPS,05.00,00.00,"2,371.39"
12-Oct-2020,Bill,00.00,790.46,"1,580.93"
12-Oct-2020,Miscellaneous,00.00,"1,580.93",00.00
12-Oct-2020,IMPS,249.00,00.00,249.00
12-Oct-2020,Reversal,"1,653,044.00",00.00,"1,653,293.00"
12-Oct-2020,Commission,00.00,"551,097.67","1,102,195.33"
12-Oct-2020,Tax,00.00,"137,774.42","964,420.91"
12-Oct-2020,Cash,14.91,00.00,"964,435.82"
12-Oct-2020,Commission,42.40,00.00,"964,478.22"
12-Oct-2020,Interest,02.09,00.00,"964,480.31"
12-Oct-2020,IMPS,00.00,"192,896.06","771,584.25"
13-Oct-2020,Commission,"140,286.47",00.00,"911,870.72"
13-Oct-2020,Interest,"20,327.00",00.00,"932,197.72"
13-Oct-2020,ATM,05.00,00.00,"932,202.72"
13-Oct-2020,Cheque,00.00,"310,734.24","621,468.48"
14-Oct-2020,NEFT,61.00,00.00,"621,529.48"
14-Oct-2020,Commission,00.00,"77,691.19","543,838.29"
14-Oct-2020,Cash,00.00,"108,767.66","435,070.63"
14-Oct-2020,Debit Card,44.00,00.00,"435,114.63"
15-Oct-2020,Interest,00.00,"108,778.66","326,335.97"
15-Oct-2020,Transfer,"2,108.00",00.00,"328,443.97"
15-Oct-2020,NEFT,00.00,"41,055.50","287,388.47"
15-Oct-2020,Interest,"65,685.10",00.00,"353,073.57"
15-Oct-2020,Interest,04.50,00.00,"353,078.07"
15-Oct-2020,Reversal,06.60,00.00,"353,084.67"
15-Oct-2020,NEFT,"1,552.90",00.00,"354,637.57"
15-Oct-2020,Debit Card,"1,885,684.00",00.00,"2,240,321.57"
15-Oct-2020,Interest,00.00,"373,386.93","1,866,934.64"
15-Oct-2020,Interest,61.00,00.00,"1,866,995.64"
15-Oct-2020,Cash,00.00,"186,699.56","1,680,296.08"
15-Oct-2020,ATM,00.00,"280,049.35","1,400,246.73"
15-Oct-2020,Transfer,00.00,"700,123.37","700,123.36"
15-Oct-2020,Bill,"3,483.00",00.00,"703,606.36"
15-Oct-2020,ATM,00.00,"70,360.64","633,245.72"
16-Oct-2020,ATM,00.00,"105,540.95","527,704.77"
16-Oct-2020,Bill,00.00,"87,950.80","439,753.98"
16-Oct-2020,NEFT,"173,649.44",00.00,"613,403.42"
16-Oct-2020,Cheque,51.00,00.00,"613,454.42"
16-Oct-2020,Miscellaneous,666.00,00.00,"614,120.42"
16-Oct-2020,Cash,00.00,"61,412.04","552,708.38"
16-Oct-2020,Miscellaneous,971.00,00.00,"553,679.38"
16-Oct-2020,Purchase,00.00,"110,735.88","442,943.50"
16-Oct-2020,Bill,00.00,"147,647.83","295,295.67"
16-Oct-2020,IMPS,00.00,"49,215.95","246,079.72"
16-Oct-2020,Transfer,00.00,"35,154.25","210,925.47"
16-Oct-2020,Debit Card,07.40,00.00,"210,932.87"
16-Oct-2020,Reversal,00.00,"42,186.57","168,746.30"
16-Oct-2020,Tax,318.00,00.00,"169,064.30"
16-Oct-2020,Cheque,00.00,"28,177.38","140,886.92"
16-Oct-2020,Tax,00.00,00.00,"140,886.92"
16-Oct-2020,Commission,"1,932,246.00",00.00,"2,073,132.92"
16-Oct-2020,Cheque,00.00,"296,161.85","1,776,971.07"
16-Oct-2020,Reversal,00.00,"1,776,971.07",00.00
16-Oct-2020,Interest,210.20,00.00,210.20
16-Oct-2020,Cheque,06.81,00.00,217.01
16-Oct-2020,Bill,00.00,21.70,195.31
16-Oct-2020,Cash,00.00,24.41,170.90
16-Oct-2020,NEFT,00.00,34.18,136.72
16-Oct-2020,Bill,"1,645,260.00",00.00,"1,645,396.72"
16-Oct-2020,RTGS,"74,546.97",00.00,"1,719,943.69"
16-Oct-2020,Commission,00.00,"343,988.74","1,375,954.95"
16-Oct-2020,Cheque,00.00,"229,325.83","1,146,629.12"
16-Oct-2020,Miscellaneous,00.00,"382,209.71","764,419.41"
16-Oct-2020,Cash,38.86,00.00,"764,458.27"
16-Oct-2020,Bill,00.00,"84,939.81","679,518.46"
16-Oct-2020,NEFT,00.00,"113,253.08","566,265.38"
17-Oct-2020,Miscellaneous,118.02,00.00,"566,383.40"
17-Oct-2020,NEFT,00.00,"283,191.70","283,191.70"
17-Oct-2020,ATM,00.00,"47,198.62","235,993.08"
17-Oct-2020,Commission,00.00,"29,499.14","206,493.94"
17-Oct-2020,Cheque,"21,630.00",00.00,"228,123.94"
17-Oct-2020,Cash,00.00,"76,041.31","152,082.63"
17-Oct-2020,Purchase,110.27,00.00,"152,192.90"
17-Oct-2020,Miscellaneous,00.00,"25,365.48","126,827.42"
18-Oct-2020,Transfer,00.00,"12,682.74","114,144.68"
18-Oct-2020,Cash,17.70,00.00,"114,162.38"
18-Oct-2020,Purchase,00.00,"28,540.60","85,621.78"
18-Oct-2020,Commission,00.00,"9,513.53","76,108.25"
18-Oct-2020,NEFT,"783,011.00",00.00,"859,119.25"
19-Oct-2020,NEFT,"2,323.00",00.00,"861,442.25"
19-Oct-2020,RTGS,00.00,"172,288.45","689,153.80"
19-Oct-2020,Interest,00.00,"76,572.64","612,581.16"
19-Oct-2020,IMPS,06.34,00.00,"612,587.50"
19-Oct-2020,ATM,00.00,"76,573.44","536,014.06"
19-Oct-2020,Bill,00.00,"536,014.06",00.00
19-Oct-2020,Transfer,430.60,00.00,430.60
19-Oct-2020,Tax,00.00,43.06,387.54
19-Oct-2020,Reversal,00.00,96.89,290.66
19-Oct-2020,Interest,29.80,00.00,320.46
19-Oct-2020,NEFT,00.00,32.05,288.41
19-Oct-2020,Tax,00.00,28.84,259.57
19-Oct-2020,Debit Card,01.00,00.00,260.57
19-Oct-2020,RTGS,00.00,130.29,130.28
19-Oct-2020,Reversal,00.00,130.28,00.00
19-Oct-2020,Bill,01.06,00.00,01.06
19-Oct-2020,IMPS,00.00,00.53,00.53
19-Oct-2020,Transfer,20.00,00.00,20.53
19-Oct-2020,Purchase,00.00,02.57,17.96
19-Oct-2020,Miscellaneous,487.40,00.00,505.36
19-Oct-2020,Transfer,16.00,00.00,521.36
19-Oct-2020,Cash,22.00,00.00,543.36
19-Oct-2020,Reversal,00.00,60.37,482.99
19-Oct-2020,Interest,00.00,482.99,00.00
19-Oct-2020,Cheque,"29,705.00",00.00,"29,705.00"
19-Oct-2020,NEFT,00.00,"7,426.25","22,278.75"
19-Oct-2020,Interest,"16,801.50",00.00,"39,080.25"
19-Oct-2020,Cash,00.00,"9,770.06","29,310.19"
19-Oct-2020,Interest,"912,699.75",00.00,"942,009.94"
20-Oct-2020,Transfer,00.00,"134,572.85","807,437.09"
20-Oct-2020,Miscellaneous,01.00,00.00,"807,438.09"
20-Oct-2020,Reversal,55.80,00.00,"807,493.89"
20-Oct-2020,Interest,"1,859.70",00.00,"809,353.59"
20-Oct-2020,Bill,"6,386.20",00.00,"815,739.79"
20-Oct-2020,IMPS,00.00,"135,956.63","679,783.16"
20-Oct-2020,Purchase,213.00,00.00,"679,996.16"
20-Oct-2020,Interest,00.00,"113,332.69","566,663.47"
20-Oct-2020,Transfer,15.94,00.00,"566,679.41"
20-Oct-2020,Transfer,00.00,"62,964.38","503,715.03"
20-Oct-2020,ATM,"517,169.00",00.00,"1,020,884.03"
20-Oct-2020,Debit Card,"995,892.75",00.00,"2,016,776.78"
20-Oct-2020,Purchase,00.00,"252,097.10","1,764,679.68"
20-Oct-2020,Cheque,00.00,"294,113.28","1,470,566.40"
20-Oct-2020,Transfer,18.00,00.00,"1,470,584.40"
20-Oct-2020,Cash,00.00,"183,823.05","1,286,761.35"
20-Oct-2020,RTGS,00.00,"183,823.05","1,102,938.30"
20-Oct-2020,Purchase,996.00,00.00,"1,103,934.30"
20-Oct-2020,Miscellaneous,"30,585.60",00.00,"1,134,519.90"
20-Oct-2020,Purchase,962.99,00.00,"1,135,482.89"
20-Oct-2020,Bill,00.00,"113,548.29","1,021,934.60"
20-Oct-2020,Interest,00.00,"340,644.87","681,289.73"
20-Oct-2020,Miscellaneous,00.00,"136,257.95","545,031.78"
20-Oct-2020,Bill,00.00,"60,559.09","484,472.69"
20-Oct-2020,Tax,00.00,"69,210.38","415,262.31"
21-Oct-2020,Transfer,00.00,"46,140.26","369,122.05"
21-Oct-2020,Commission,"2,043,677.00",00.00,"2,412,799.05"
21-Oct-2020,ATM,05.29,00.00,"2,412,804.34"
21-Oct-2020,Reversal,00.00,"603,201.09","1,809,603.26"
21-Oct-2020,Tax,"3,976.50",00.00,"1,813,579.76"
21-Oct-2020,RTGS,00.00,"906,789.88","906,789.88"
21-Oct-2020,ATM,00.00,"113,348.74","793,441.14"
21-Oct-2020,ATM,"33,509.20",00.00,"826,950.34"
21-Oct-2020,NEFT,00.00,"165,390.07","661,560.27"
21-Oct-2020,Bill,00.00,"94,508.61","567,051.66"
21-Oct-2020,Reversal,168.30,00.00,"567,219.96"
21-Oct-2020,Cash,"2,090.40",00.00,"569,310.36"
21-Oct-2020,IMPS,02.00,00.00,"569,312.36"
21-Oct-2020,Cheque,00.00,"113,862.47","455,449.89"
21-Oct-2020,Purchase,00.00,"65,064.27","390,385.62"
21-Oct-2020,Reversal,00.00,"97,596.41","292,789.21"
22-Oct-2020,Cash,440.70,00.00,"293,229.91"
22-Oct-2020,Cash,04.00,00.00,"293,233.91"
22-Oct-2020,IMPS,00.00,"293,233.91",00.00
22-Oct-2020,Bill,"466,746.00",00.00,"466,746.00"
23-Oct-2020,IMPS,00.00,"466,746.00",00.00
23-Oct-2020,RTGS,03.00,00.00,03.00
23-Oct-2020,Debit Card,77.00,00.00,80.00
23-Oct-2020,Bill,53.00,00.00,133.00
23-Oct-2020,Interest,00.00,13.30,119.70
23-Oct-2020,Tax,"1,652.10",00.00,"1,771.80"
23-Oct-2020,Interest,"244,162.34",00.00,"245,934.14"
23-Oct-2020,ATM,00.00,"35,133.45","210,800.69"
23-Oct-2020,Tax,00.00,"23,422.30","187,378.39"
23-Oct-2020,Tax,00.00,"37,475.68","149,902.71"
23-Oct-2020,Commission,00.00,"24,983.79","124,918.92"
23-Oct-2020,Interest,"66,813.40",00.00,"191,732.32"
23-Oct-2020,Reversal,00.00,"31,955.39","159,776.93"
23-Oct-2020,Miscellaneous,"1,193.00",00.00,"160,969.93"
23-Oct-2020,Purchase,"69,579.00",00.00,"230,548.93"
23-Oct-2020,Cheque,"2,301.60",00.00,"232,850.53"
23-Oct-2020,Purchase,"22,918.00",00.00,"255,768.53"
23-Oct-2020,Miscellaneous,01.90,00.00,"255,770.43"
23-Oct-2020,Cash,00.00,"255,770.43",00.00
23-Oct-2020,Miscellaneous,39.80,00.00,39.80
